,,,上客,,,,,下客
53960,106565493,29539044,284.348438,,50366,106591180,29663322,255.949468
53961,106560455,29514973,90.949762,,50367,106599292,29677265,253.512856
53962,106565447,29516633,128.273347,,659-1,经度,维度,1647.115353
53963,106561682,29518519,294.542373,,50369,106590270,29679243,235.422105
53964,106558538,29518281,482.579185,,50370,106574362,29663534,193.858745
53965,106554552,29517968,891.688093,,50371,106574527,29659464,174.227166
53966,106553657,29522102,968.6545,,50372,106574305,29653442,186.985929
53967,106558186,29522182,993.903433,,50373,106574218,29645980,193.662238
53968,106558679,29524983,935.567874,,50374,106583491,29651305,210.24708
53969,106564466,29526192,864.097771,,50375,106587794,29651546,315.218378
53970,106568249,29527844,966.12728,,50376,106597585,29652225,137.493712
53971,106564222,29533951,784.605185,,659-2,经度,维度,1511.190829
53972,106563574,29535337,462.186923,,50378,106598528,29662246,67.690426
53973,106563641,29537783,442.92024,,50379,106597884,29660139,174.457218
53975,106563127,29513014,353.287072,,50380,106597604,29652251,288.245551
53976,106562931,29516699,627.12443,,50381,106583402,29651000,232.74994
53977,106559591,29516669,1096.834442,,50382,106574212,29645987,185.934624
53978,106554787,29516241,1742.565444,,50383,106574337,29653546,151.083989
53979,106552452,29523185,1762.396008,,50384,106574516,29659717,187.678551
53980,106551906,29529025,1640.230089,,54569,106574406,29663911,223.35053
53981,106553735,29533477,1652.295707,,660-1,经度,维度,322.46577
53982,106560212,29539042,2317.660693,,44960,106562124,29629288,241.62856
53983,106561714,29553282,2031.502693,,44961,106557965,29626497,80.83721
53984,106566717,29554896,1667.484942,,660-2,经度,维度,218.09595
53986,106506387,29503232,115.810376,,44963,106551199,29630093,92.755987
54009,106563574,29535332,397.97835,,44964,106555869,29628328,96.23492
54010,106568307,29507815,547.67927,,44965,106557965,29626497,29.105043
54011,106600099,29596282,156.32205,,680-1,经度,维度,18596.86038
54012,106601641,29590209,218.012232,,36424,106529677,29690175,688.385695
54013,106604937,29592944,218.769943,,36425,106530787,29682870,688.385695
54014,106607204,29596774,183.41466,,36426,106621258,29703498,652.438326
54015,106612315,29594956,147.103731,,36428,106619120,29705510,138.997865
54016,106612030,29592257,147.103731,,36429,106617009,29706143,652.216961
54017,106609522,29589391,94.955559,,36430,106613894,29703360,777.253411
54018,106613035,29588102,95.060823,,36431,106613656,29701761,1017.433762
54019,106613976,29587205,44.263158,,36432,106612095,29700047,977.016236
54021,106547094,29436299,456.59089,,36433,106606449,29696559,971.898823
54022,106541913,29524392,1144.471583,,36434,106602995,29693972,941.506102
54023,106574259,29538594,1308.566391,,36435,106598784,29690638,889.315789
54024,106566545,29531902,1134.881407,,36437,106593831,29688320,937.658442
54025,106558377,29531181,1275.153297,,36438,106592381,29687325,938.468538
54026,106556347,29531160,1213.266021,,36439,106589699,29685690,880.372895
54027,106550873,29531290,1213.392497,,36440,106576737,29683204,693.492957
54028,106544083,29527489,1194.95045,,36441,106572959,29685458,659.750646
54029,106544544,29525210,1209.099272,,36442,106567652,29687940,741.315789
54030,106535710,29523068,1694.693073,,36443,106560448,29691093,974.631579
54031,106513698,29521340,1260.314579,,36444,106552719,29697156,971.842105
54032,106513204,29516581,1301.415227,,36445,106549194,29700630,862.694262
54033,106509014,29512526,1135.687414,,36446,106547164,29700915,894.23025
54035,106579221,29537465,556.467734,,36447,106541581,29690133,958.800131
54036,106573479,29531909,786.4744,,36448,106535963,29687523,688.754116
54037,106569910,29532650,1255.672189,,680-2,经度,维度,18929.33539
54038,106509069,29509014,977.276383,,57564,106619149,29705502,531.351547
54039,106549977,29530996,1173.717071,,57565,106617025,29706138,698.28241
54040,106556274,29531159,1023.604417,,57566,106613894,29703360,742.431594
54041,106561319,29526140,1163.755805,,57567,106613651,29701730,580.805656
54042,106567888,29527495,1290.642238,,57568,106612103,29700048,852.444283
54043,106570333,29533069,1322.090798,,57569,106606451,29696560,944.294438
54044,106574252,29538719,1034.214012,,57570,106603010,29693987,1009.325383
54045,106503706,29501883,758.607862,,57571,106598783,29690638,818.363221
54046,106509217,29508596,1091.284078,,57572,106593827,29688318,788.658657
54047,106513224,29516733,1162.894013,,57573,106592361,29687317,943.52316
54048,106513730,29521657,1575.653931,,57574,106589699,29685730,851.936681
54049,106535710,29523068,1294.872113,,57575,106576737,29683210,953.985547
54050,106541656,29524312,1106.486104,,57576,106572935,29685462,1001.666987
54051,106543458,29524873,1144.211975,,57577,106567642,29687951,1161.566309
54052,106506385,29503231,787.621764,,57578,106560447,29691101,1283.144122
54053,106506427,29503256,1039.39096,,57579,106552730,29697154,1271.775701
54054,106545061,29528806,1225.228182,,57580,106549197,29700651,1127.200743
54055,106580047,29541773,224.508848,,57581,106547194,29700959,881.894737
54097,经度,维度,452.242243,,57582,106541583,29690137,796.210526
54098,经度,维度,528.189558,,57583,106535972,29687507,563.736842
54099,经度,维度,537.517646,,57584,106529732,29690225,563.368421
54100,106507640,29462362,586.485896,,57585,106526591,29677848,563.368421
54101,106508553,29463467,697.32174,,683-1,经度,维度,15969.21311
54102,106514682,29463718,615.986743,,44111,106617046,29671240,738.155444
54103,106518901,29463960,549.845773,,44112,106610799,29672105,1168.760131
54104,106525716,29469785,508.249816,,44113,106607698,29676761,1301.861263
54105,106530009,29468823,579.658021,,44114,106605830,29679183,1326.322589
54106,106533657,29469593,524.316627,,44115,106609116,29685241,1028.519386
54107,106537318,29468898,529.253172,,44117,106612430,29690347,1057.707086
54108,106541062,29467891,509.979272,,44118,106612724,29692992,1076.18077
54109,106546665,29467067,321.092758,,44119,106613393,29699371,1117.970244
54111,106508553,29463467,473.33055,,44120,106616508,29701291,951.947368
54112,106507640,29462362,342.807374,,44121,106616700,29703894,1047.105263
54113,经度,维度,335.0179,,44122,106616713,29706347,991.684211
54114,经度,维度,300.82211,,44123,106617678,29708898,951.894737
54116,106518901,29463960,600.990583,,44124,106618288,29711343,998.157895
54117,106514682,29463718,615.846221,,44125,106632038,29676309,936.684211
54118,106549925,29471354,246.426884,,50453,106621090,29673993,254.344901
54119,106537318,29468898,524.530067,,50454,106612105,29688525,1021.917613
54120,106533657,29469593,527.041987,,683-2,经度,维度,15962.3752
54121,106530009,29468823,562.287356,,44134,106618111,29711056,962.975389
54122,106525716,29469785,575.920459,,44135,106617678,29708898,1031.044203
54123,106547390,29471523,448.968867,,44136,106616713,29706347,1087.538101
54125,106572565,29531887,139.4596,,44137,106616701,29703913,1058.427472
54126,106575369,29534862,190.838501,,44138,106616522,29701496,989.840677
54127,106574843,29538129,208.538911,,44139,106613393,29699371,964.94753
54128,106570725,29540340,253.978019,,44140,106612722,29692975,1168.631633
54129,106568861,29539486,238.020101,,44141,106612473,29690687,1171.372507
54130,106568291,29536351,276.644209,,44142,106612108,29688536,1091.74496
54131,106561629,29533926,265.223156,,44143,106608818,29685010,972.902855
54132,106558391,29538439,299.394099,,44144,106606086,29678843,1156.587065
54133,106555260,29538443,318.758796,,44145,106608098,29676261,1199.855107
54134,106552528,29536571,304.600902,,44146,106610926,29671766,1266.223528
54135,106540100,29531024,307.477457,,44147,106614359,29671252,1038.838925
54136,106535087,29526909,258.857445,,50456,106618500,29714656,227.538412
54137,106543299,29534240,333.693117,,50457,106620977,29673992,573.906833
54138,106545651,29536074,342.166801,,684-1,经度,维度,38154.74316
54139,106563574,29535317,296.854735,,28241,106470751,29690642,753.606966
54140,106545654,29536076,281.071398,,28242,106475119,29691164,990.208713
54141,106543251,29534210,282.422283,,28243,106478076,29692711,1173.439028
54142,106579506,29557380,838.126685,,28244,106484074,29692671,1299.37738
54144,106581553,29561166,1124.770338,,28245,106488242,29685935,1298.862351
54145,106588503,29574403,1292.447424,,28246,106491493,29681465,1317.515375
54146,106602685,29599541,1166.446438,,28247,106495038,29676286,1400.13032
54147,106590869,29590623,1472.658492,,28248,106500287,29672270,1446.39227
54148,106585979,29585490,1064.095897,,28249,106504605,29670764,1513.922344
54149,106588566,29574337,1632.634306,,28251,106518663,29666909,1442.383621
54151,106568360,29536509,1360.291474,,28252,106534400,29662699,1470.48251
54152,106568884,29539543,1459.674195,,28253,106547507,29658732,1314.078593
54153,106577356,29545589,1441.432454,,28254,106550081,29659481,1240.958816
54185,106540410,29429629,128.010266,,28255,106553246,29659799,962.862502
54186,106547096,29436309,222.115529,,28256,106552734,29663447,619.116203
54187,106547139,29443170,261.694477,,28257,106550281,29666961,810.953716
54188,106549164,29446179,259.263158,,28258,106554126,29667613,866.596822
54189,106550792,29451364,389.842105,,28259,106556778,29668280,925.884442
54190,106553481,29463002,374.271038,,28260,106558434,29675025,1128.003801
54191,106547558,29465347,241.818349,,28261,106562027,29674623,1117.531249
54192,106541079,29467884,157.81112,,28262,106567212,29683278,1100.487187
54194,106539375,29466862,260.631579,,28263,106568799,29684657,1090.697714
54195,106539253,29459012,332.157895,,28264,106572959,29685458,1063.855609
54196,106541761,29455556,341.631579,,28265,106576729,29683095,1102.793119
54197,106544825,29455153,344.801772,,28266,106591079,29684223,1081.206148
54198,106549780,29453653,316.789474,,28267,106594699,29686143,1021.46974
54199,106550790,29451357,261.161264,,28268,106596853,29687213,1007.08474
54200,106549185,29446210,254.213895,,28269,106600187,29690193,988.941737
54201,106546721,29440856,180.424422,,28270,106602995,29693972,1114.014693
54202,106547094,29436299,125.117685,,28271,106606449,29696559,1071.426136
54204,106557916,29529169,1178.53255,,28272,106612095,29700047,975.713582
54205,106568270,29527864,1234.432358,,28273,106618890,29702507,1244.498409
54206,106579520,29557402,1044.960319,,28274,106620980,29707927,1131.175858
54208,106581549,29561168,1427.501561,,28275,106623873,29715398,894.976765
54209,106569943,29532682,589.470029,,28276,106625293,29719113,174.0947
54210,106670600,29561462,412.241777,,684-2,经度,维度,32996.89675
54211,106667048,29563964,523.484142,,28278,106628271,29722211,432.689485
54212,106663195,29562912,814.942225,,28279,106624933,29718186,770.518141
54213,106661418,29568591,876.573804,,28280,106623877,29715408,1281.437786
54214,106632015,29586463,1751.617494,,28281,106621788,29710007,1273.054766
54215,106624113,29595610,1924.684529,,28282,106618890,29702507,962.656713
54216,106604937,29592944,1785.673089,,28283,106611605,29699974,1027.580435
54217,106601677,29589261,1737.886627,,28284,106607043,29697034,978.527803
54218,106597427,29580704,1011.418627,,28285,106602955,29693932,877.317277
54219,106591998,29582770,660.897058,,28286,106600287,29690026,909.465832
54220,106615268,29596045,1820.734017,,28287,106596082,29686839,905.484674
54221,106607210,29596769,1864.549161,,28288,106594699,29686143,940.391428
54223,106587522,29585970,422.473352,,28289,106590931,29684147,994.928123
54248,106496556,29398416,79.526316,,28290,106576729,29683095,961.017198
54249,106501204,29398020,261.105263,,28291,106572959,29685458,1027.390711
54250,106505047,29396197,338.263158,,28292,106569166,29685302,957.548606
54251,106507881,29394570,446.210526,,28293,106566873,29682688,991.868431
54252,106512002,29392023,472.105263,,28294,106562027,29674623,1002.782058
54253,106514196,29390850,495.736842,,28295,106558557,29675218,989.56942
54254,106515971,29389930,514,,28296,106556764,29668084,1059.466611
54255,106518756,29388495,530.526316,,28297,106554264,29667588,1041.053927
54256,106522190,29385843,558.631579,,28298,106550267,29666893,837.801854
54257,106525509,29384782,533.052632,,28299,106552734,29663447,1285.333878
54258,106527697,29386646,549,,28300,106553246,29659799,1237.985491
54259,106533652,29391138,514,,28301,106550259,29659435,1271.194702
54260,106534671,29395108,494.052632,,28302,106547510,29658742,1258.380773
54261,106534430,29400388,481,,28303,106534801,29662481,1157.859749
54262,106534360,29402367,395.736842,,28305,106504678,29670734,1056.380628
54263,106534324,29405209,352.842105,,28306,106495238,29675977,1040.012207
54264,106535782,29408448,167.736842,,28307,106491008,29682112,1092.901017
54267,106533176,29403715,13.315789,,28308,106487984,29686404,1097.111543
54268,106534324,29405066,361.842105,,28309,106484621,29692614,939.809992
54269,106533575,29378865,224.014916,,28310,106478076,29692711,798.997243
54271,106531811,29378937,353.699126,,28311,106475119,29691164,538.37825
54272,106531811,29378937,207.315789,,684迷巴-1,经度,维度,11312.99172
54273,106529520,29379043,212.052632,,41321,106550210,29666598,612.956863
54274,106527990,29379242,255.894737,,41322,106553633,29667722,684.746336
54275,106524365,29379273,270.789474,,41323,106556768,29668136,745.217297
54276,106524589,29375177,256.315789,,41324,106558559,29675221,1105.411576
54277,106524178,29378855,224,,41325,106562027,29674623,1116.327719
54278,106523856,29379976,227.473684,,41326,106567044,29682985,1084.117193
54279,106523575,29382421,232.421053,,41327,106568738,29684508,1072.222456
54280,106520883,29383069,361.578947,,41328,106574786,29685373,1064.725174
54281,106518351,29384399,376.684211,,41329,106576741,29683269,1109.419342
54282,106516265,29385672,366.842105,,41330,106591098,29684233,1044.354153
54283,106514596,29386753,378.646326,,41331,106594728,29686158,910.672665
54284,106513271,29387602,379.621366,,41332,106596760,29687169,762.820944
54285,106534354,29402839,430,,684迷巴-2,经度,维度,10420.06348
54286,106534432,29400375,465.809059,,41333,106553633,29667722,578.736734
54287,106534715,29396136,462.966954,,41334,106556768,29668136,702.377933
54288,106534019,29392022,455.040581,,41335,106558559,29675221,959.74458
54289,106532682,29387782,485.34312,,41336,106562025,29674618,973.443249
54290,106531660,29382781,456.395751,,41337,106567044,29682985,992.985427
54291,106530838,29380314,357.94726,,41338,106568738,29684508,923.569958
54292,106510236,29388075,373.989787,,41339,106574786,29685373,996.517326
54293,106508543,29388199,411.430019,,41340,106576741,29683269,984.60777
54294,106505474,29388710,430.757625,,41341,106590929,29684146,937.442085
54295,106502645,29389997,402.097143,,41342,106594708,29686148,901.651069
54296,106501186,29389923,362.92838,,41343,106596760,29687169,810.780442
54297,106499799,29387618,315.416801,,41344,106600310,29689982,658.206902
54298,106499062,29386487,301.837853,,685-1,经度,维度,7294.534172
54299,106537716,29407148,56.789474,,50458,106613374,29728892,815.438932
54300,106535847,29408446,159.789474,,50459,106619744,29721938,768.217879
54301,106537653,29404707,65.578947,,50460,106622720,29725165,607.163044
54353,106534324,29405069,12.368421,,50461,106623963,29728009,574.318263
54354,106533205,29403715,17.693263,,50462,106625785,29730910,539.697579
54355,106529213,29408184,46.324842,,50464,106621272,29703511,510.82276
54356,106525723,29413033,94.377474,,50465,106628248,29713048,554.329154
54357,106522333,29417536,95.693263,,50466,106630264,29719752,557.329154
54358,106515602,29427262,95.956421,,50467,106628841,29722137,470.574145
54359,106511264,29436850,95.009053,,50469,106626723,29723580,722.069506
54360,106507132,29440327,94.745895,,50470,106604669,29721778,793.929356
54361,106500630,29447693,91.114316,,50471,106609748,29721850,72.621323
54362,106499106,29452855,84.851158,,50472,106600646,29723547,71.147639
54363,106498396,29460254,81.166947,,50473,106596208,29724335,72.80614
54364,106499558,29470692,71.219579,,50474,106584110,29726451,164.069298
54365,106502424,29476531,63.588,,685-2,经度,维度,10895.07514
54366,106512431,29480449,62.535368,,50475,106626419,29729780,510.659232
54367,106517876,29477708,61.389427,,50476,106626723,29723580,550.749831
54368,106528406,29472235,95.89872,,50477,106630264,29719752,584.742325
54369,106547935,29477453,105.793456,,50478,106628248,29713048,687.082738
54370,106543244,29474833,105.056614,,50479,106625785,29730910,794.681256
54371,106551421,29501940,106.58293,,50480,106623963,29728009,568.023713
54374,106543244,29474833,111.580907,,50481,106622720,29725165,637.149782
54375,106547935,29477453,110.68617,,50482,106619744,29721938,758.46703
54376,106528406,29472235,109.054591,,50483,106613374,29728892,743.383648
54377,106517876,29477708,105.580907,,50484,106543674,29728321,687.067859
54378,106512431,29480449,81.240024,,50486,106575120,29726508,493.008596
54379,106502424,29476531,75.794607,,50487,106583666,29726457,517.689346
54380,106499558,29470692,76.268291,,50488,106596121,29724360,534.521836
54381,106498396,29460254,80.268291,,50489,106600776,29723374,737.923943
54382,106499106,29452855,85.684211,,50490,106604426,29721786,972.056753
54383,106500630,29447693,88.421053,,50491,106609685,29721763,686.793758
54384,106507132,29440327,92.105263,,50492,106628832,29722137,431.073489
54385,106511264,29436850,92.368421,,686-1,经度,维度,30265.43645
54386,106515602,29427262,79.736842,,12945,106624648,29733532,640.685686
54387,106522333,29417536,79.631579,,12946,106624998,29730332,1351.882807
54388,106525723,29413033,78.315789,,12950,106623899,29727706,1660.562145
54389,106529213,29408184,77.736842,,12951,106616981,29716557,1733.292973
54390,106533205,29403715,73.789474,,12952,106616779,29713621,1772.994323
54391,106534324,29405069,48.315789,,12953,106616692,29711058,1771.84548
54392,106535816,29408447,7.684211,,12954,106615918,29709067,1743.771676
54443,106570268,29556136,12870.54584,,12955,106614351,29706597,1739.430231
54444,106571583,29561013,28400.23085,,12957,106613894,29703360,1606.628472
54445,106561334,29566248,31627.29607,,12958,106611410,29701851,1762.364891
54446,106554583,29569107,34207.6759,,12959,106608848,29700957,1806.505903
54447,106546281,29569476,36172.86537,,12960,106606737,29700271,1769.609167
54448,106538431,29562912,40409.46965,,12961,106602756,29700467,1741.888622
54449,106533809,29556001,39026.06028,,12962,106599735,29700461,1449.140111
54450,106526644,29552233,37949.2771,,12963,106600240,29703138,1389.879399
54451,106514941,29544496,45486.32101,,12964,106602881,29705649,839.09638
54452,106509545,29532213,48534.72192,,12966,106604407,29710689,342.868202
54453,106513269,29522828,45866.39804,,50493,106622730,29725167,1435.785912
54454,106509386,29511274,39111.52638,,50494,106619629,29721482,1654.831153
54455,106504411,29503378,36176.62745,,50495,106604382,29708857,1271.209734
54456,106494268,29503147,37021.84429,,50496,106604427,29712995,781.163187
54457,106484078,29499717,33821.46023,,686-2,经度,维度,29217.68248
54458,106479974,29492445,31484.17577,,28313,106604454,29714771,586.801731
54459,106473243,29485542,29408.17288,,28314,106604427,29713005,926.65868
54461,106473243,29485542,32866.76628,,28315,106604383,29708875,1353.448153
54462,106479974,29492445,35221.51437,,28316,106602891,29705651,1504.929902
54463,106484078,29499717,39436.31098,,28317,106600246,29703151,1536.18091
54464,106494268,29503147,38956.35425,,28318,106599735,29700461,1644.116216
54465,106504411,29503378,40316.45058,,28319,106602751,29700465,1679.168848
54466,106509386,29511274,47561.17506,,28320,106606723,29700273,1664.387331
54467,106513269,29522828,49292.05305,,28322,106608863,29700964,1307.649574
54468,106509545,29532213,48172.83352,,28323,106611605,29699974,1352.026448
54469,106514941,29544496,42086.49227,,28324,106613617,29701502,1459.522043
54470,106526644,29552233,43194.90172,,28325,106613908,29703465,1502.115751
54471,106533809,29556001,43148.13925,,28326,106614329,29706453,1479.685198
54472,106538431,29562912,32345.4295,,28327,106615918,29709067,1535.555635
54473,106546281,29569476,30112.97746,,28328,106616692,29711058,1507.594146
54474,106554583,29569107,28545.90035,,28329,106616779,29713621,1457.962567
54475,106561334,29566248,25570.84433,,28330,106616981,29716569,1621.560086
54476,106571583,29561013,16895.91974,,28333,106619153,29719983,1330.228532
54541,106515235,29543998,61924.90613,,28334,106623963,29728009,1203.858288
54542,106529377,29551309,62826.55525,,28335,106625785,29730910,1022.620842
54543,106496539,29539386,55228.69186,,28338,106627409,29734314,89.052632
54544,106464140,29557224,51496.86272,,50497,106622720,29725165,1452.55897
54545,106481485,29536405,55404.80902,,687-1,经度,维度,27811.79519
54546,106455418,29560705,65152.00921,,50498,106609696,29708252,1884.786312
54547,106464191,29548735,58179.11605,,50499,106619296,29713736,1788.821325
54548,106544896,29556107,67069.98337,,50500,106625311,29719160,1757.820539
54549,106579926,29562798,48681.90162,,50501,106630277,29739471,1830.158403
54550,106558693,29556998,62514.21753,,50502,106627426,29734231,2224.302684
54551,106504089,29541460,70615.88577,,50504,106643959,29751379,459.270419
54552,106465404,29540068,58140.17912,,50505,106640594,29743580,1177.428682
54553,106569983,29556069,55003.86253,,50506,106638034,29741238,1349.435724
54555,106504049,29541439,66799.89441,,50507,106633803,29741125,1732.108807
54556,106465411,29540064,57471.09223,,50508,106623854,29715347,1504.955772
54557,106515235,29543998,67847.07733,,50509,106604383,29708875,1878.944207
54558,106529377,29551309,72289.71931,,50510,106609540,29708252,1408.695614
54559,106496539,29539386,68336.26389,,50511,106609573,29710490,1076.853508
54560,106464140,29557224,55914.32838,,50512,106609632,29714990,972.019078
54561,106481485,29536405,58344.17293,,50513,106609664,29717541,1749.738891
54562,106455418,29560705,54186.25859,,50514,106607184,29721780,1280.115354
54563,106464191,29548735,55748.34951,,50515,106604528,29718927,2108.714677
54564,106544896,29556107,58106.60789,,50517,106604427,29712980,996.166299
54566,106558693,29556998,50062.33254,,50518,106598932,29708274,631.45889
54567,106569983,29556069,44284.72603,,687-2,经度,维度,27054.10706
54568,106290563,29613126,10446.54008,,50519,106639182,29750895,468.986557
54570,106441464,29570873,777.194666,,50520,106637882,29748354,611.591647
54571,106445048,29565107,800.070376,,50521,106635144,29744564,637.576769
54572,106453111,29561997,665.613713,,50522,106633586,29742449,1079.11304
54573,106471376,29554678,671.448033,,50523,106627394,29734387,1574.487811
54574,106498060,29556962,653.959879,,50524,106626366,29730868,1732.052379
54575,106501144,29555662,662.679426,,50525,106626635,29725139,1831.878917
54576,106525325,29552802,705.668536,,50526,106596563,29710516,1443.609338
54577,106533538,29555696,604.688945,,50528,106602761,29708263,349.461402
54579,106440320,29651050,615.441675,,50529,106604428,29713050,1092.172161
54580,106440633,29638741,719.158324,,50530,106604527,29718881,1488.370978
54581,106438663,29606363,737.072202,,50531,106607140,29721780,1489.608755
54582,106436426,29603012,851.798356,,50532,106609665,29717595,1201.606554
54583,106435848,29591677,1043.408353,,50533,106609632,29715000,1314.238133
54584,106442181,29580363,1004.495349,,50534,106609574,29710585,1282.784716
54585,106441835,29666860,497.832613,,50535,106605346,29708258,1338.618704
54586,106439998,29660726,515.929086,,50536,106609616,29708251,1597.613843
54587,106440900,29657538,536.117031,,50537,106620144,29713854,2035.19279
54588,106440199,29647190,603.242779,,50538,106624929,29718176,1751.48315
54589,106438414,29630148,742.200651,,50539,106626813,29737065,1951.349623
54590,106438898,29622963,737.805981,,50540,106636658,29746675,782.309795
54591,106439027,29620379,513.694215,,688-1,经度,维度,26878.91511
54592,106438770,29617716,596.435844,,50567,106598587,29662226,651.964654
54593,106438369,29611519,667.595672,,50568,106597902,29660431,872.80676
54594,106435665,29600023,903.556221,,50569,106598050,29657625,1246.709204
54595,106436099,29595058,970.298253,,50570,106597600,29652245,1814.378085
54596,106441888,29573609,1017.692835,,50571,106591768,29647745,1800.273259
54597,106441649,29568417,754.591718,,50572,106587649,29651681,1313.141596
54598,106459225,29557396,601.324733,,50573,106593094,29669407,1235.998287
54599,106463589,29556535,654.522567,,50574,106593982,29672481,1143.065038
54600,106478234,29554922,654.546957,,50575,106596009,29674739,1131.686548
54601,106519149,29551611,703.905054,,50576,106598176,29679145,1139.273573
54602,106440320,29651050,693.137673,,50577,106604179,29683285,1192.345207
54603,106438952,29606366,670.653077,,50578,106605830,29679183,1276.545453
54604,106436139,29602209,731.497259,,50579,106601554,29677888,1244.229663
54605,106442477,29579173,801.732526,,50580,106600424,29675169,1131.492821
54606,106441457,29571168,784.568504,,50581,106601761,29673118,1007.571474
54607,106456381,29565593,620.995743,,50582,106604174,29669092,495.53911
54608,106460838,29564377,455.254468,,50583,106614359,29671252,226.553156
54609,106464318,29561547,451.023072,,50584,106621850,29670748,1544.38397
54610,106471314,29554679,671.111528,,50585,106587196,29652789,1384.780266
54611,106496934,29557369,744.760604,,50586,106589157,29659753,1131.870198
54612,106500353,29556051,810.552694,,50587,106599230,29677210,1115.274824
54613,106524816,29552643,877.440879,,50588,106599088,29685287,1061.766951
54614,106533122,29555308,866.398395,,50589,106596220,29687327,916.905186
54615,106542737,29561305,522.575328,,50590,106600196,29690176,745.676737
54616,106519163,29551617,867.42477,,50591,106606691,29670083,54.683092
54617,106478211,29554918,772.119619,,688-2,经度,维度,24549.04386
54618,106464084,29556432,493.277251,,50541,106606722,29670002,404.7214
54619,106451830,29566975,674.720889,,50542,106604312,29669080,565.182089
54620,106442907,29566904,758.247205,,50543,106601761,29673118,951.172832
54621,106442214,29574387,796.694638,,50544,106600623,29675231,1197.689053
54622,106442272,29582295,952.516225,,50545,106601810,29678047,1365.539728
54623,106435845,29591685,887.382379,,50546,106606086,29678843,1421.27657
54624,106435906,29595311,841.429352,,50547,106604285,29683101,1427.63727
54625,106435735,29600162,800.550939,,50548,106600187,29690193,1098.600551
54626,106438456,29610711,645.573816,,50549,106598390,29676470,1041.413407
54627,106438803,29617761,665.09882,,50550,106595891,29674667,1044.781828
54628,106439028,29620376,717.450519,,50551,106593982,29672481,1061.023743
54629,106438891,29623095,848.06005,,50552,106593164,29669719,1187.394361
54630,106438390,29630450,840.599669,,50553,106587783,29651556,1554.095397
54631,106440630,29638731,764.942315,,50554,106591768,29647745,1737.945738
54632,106440195,29647213,763.799977,,50555,106597886,29660163,654.379692
54633,106440899,29657551,683.862319,,50556,106632121,29676284,220.023848
54634,106439996,29660695,674.836223,,50558,106621846,29670749,44.631579
54638,106521164,29591685,347.210526,,50559,106617041,29671240,311.383725
54639,106494310,29603652,1273.933734,,50560,106596220,29687327,909.177183
54640,106406120,29812218,954.562695,,50561,106598186,29679156,1062.201799
54641,106412896,29813333,1099.890532,,50562,106599165,29685280,1023.854373
54642,106417981,29816347,1072.227324,,50563,106589913,29660936,1298.3609
54643,106419122,29818211,1045.429281,,50564,106587196,29652792,1419.32698
54644,106422570,29821717,1022.008228,,50565,106597615,29652266,1547.229809
54645,106424523,29823713,980.749813,,689-1,经度,维度,16003.86326
54646,106434964,29822411,756.539884,,36477,106605362,29708258,1098.330591
54647,106491696,29603625,905.561294,,36478,106609170,29708250,996.164127
54648,106503035,29603552,1307.415439,,36483,106608007,29676375,1071.372837
54649,106491708,29603625,820.763849,,36484,106610894,29671851,940.494761
54709,106440320,29651050,1767.350399,,36485,106616721,29671242,536.547392
54710,106440633,29638741,2146.434901,,36488,106604355,29682981,974.992833
54711,106438663,29606363,1743.247608,,36489,106599448,29691542,1029.514448
54712,106436426,29603012,1793.378263,,36490,106600304,29689993,920.461816
54713,106435664,29600022,1797.064856,,36491,106597509,29694879,1032.421335
54714,106436095,29595064,1844.043008,,36492,106600242,29703142,1126.625301
54715,106435848,29591677,1805.689254,,36494,106602832,29705641,1183.159351
54716,106442181,29580363,1712.54815,,50603,106584128,29726451,252.640149
54717,106441464,29570873,1614.597843,,50604,106596125,29724358,544.433806
54718,106445048,29565107,1604.510075,,50605,106600705,29723520,618.340693
54719,106465096,29554635,1839.815893,,50606,106609667,29717799,1102.70604
54720,106472338,29532382,2022.852333,,50607,106609632,29715012,1023.179724
54721,106476703,29531100,2110.71929,,50608,106609573,29710462,1077.320165
54722,106484699,29525024,1934.613971,,50609,106599734,29700453,377.105263
54723,106500073,29518813,1869.771289,,50610,106621824,29670756,98.052632
54724,106441915,29666860,1250.343582,,689-2,经度,维度,15116.55461
54725,106439998,29660719,1273.663712,,36499,106609538,29708250,1108.743553
54726,106440903,29657513,1320.947836,,36505,106599735,29700462,1015.58247
54727,106440200,29647185,1801.139765,,36506,106597511,29694875,999.427997
54728,106438413,29630158,2298.672953,,36507,106599385,29691652,853.376198
54729,106438899,29622942,2276.274287,,36508,106600185,29690197,975.887038
54730,106439028,29620366,2138.138718,,36509,106604181,29683282,975.10197
54731,106438788,29617741,2256.024997,,36510,106605879,29679118,1018.56535
54732,106438369,29611535,1897.807036,,36511,106607727,29676725,1004.039034
54733,106442275,29582313,1803.26794,,36512,106610944,29671718,1007.039034
54734,106441903,29573637,1617.794686,,36513,106616745,29671242,536.789474
54735,106441646,29568428,1505.929994,,50593,106632079,29676296,130.684211
54736,106454539,29560957,1162.83648,,50594,106621856,29670746,993.15488
54737,106459219,29557396,1434.542061,,50595,106600358,29703407,1045.441709
54738,106461298,29541966,2076.574974,,50596,106603469,29705770,876.607156
54740,106484699,29525024,1943.087903,,50597,106609572,29710429,860.028208
54741,106480992,29530137,1947.185889,,50598,106609632,29715009,795.026188
54742,106464318,29561547,612.514109,,50599,106609664,29717544,548.533826
