,,,上客,,,,,下客
25100,106435900,29595317,1303.843046,,47133,106532478,29588900,1680.737479
25101,106435808,29592413,1420.721381,,47134,106535733,29583440,1146.611622
25102,106440552,29589560,1536.012375,,47135,106538729,29582643,1083.149645
25103,106445624,29580296,1174.697699,,47136,106461363,29560544,752.66697
25104,106452397,29577922,1014.404487,,47137,106462453,29557463,1019.817231
25105,106453301,29575485,1070.308952,,202-1,经度,维度,47839.54763
25106,106457537,29573114,1119.786078,,45298,106436139,29602209,371.819217
25107,106458182,29572224,825.561383,,45299,106435738,29600169,1791.583863
25108,106458897,29567113,747.558254,,45300,106435900,29595317,1945.169962
25109,106458278,29564357,905.739403,,45301,106435808,29592413,2152.368706
25110,106459644,29561230,1056.851837,,45302,106440552,29589560,2420.648588
25111,106461166,29554187,1003.141696,,45303,106445624,29580296,1778.391938
25112,106455642,29552322,1095.800616,,45304,106452885,29577361,1589.286186
25113,106453086,29549732,932.886631,,45305,106453555,29575305,1737.74519
25114,106449647,29546650,724.222475,,45306,106457537,29573114,1771.642128
25354,106459630,29569430,1557.119569,,45307,106459630,29569430,1802.355194
25355,106458414,29566295,1611.171138,,45308,106458414,29566295,936.021324
25356,106458296,29563413,1709.852884,,45309,106458296,29563413,1108.596082
25357,106453300,29561808,1794.67665,,45310,106464318,29561547,1224.020991
25358,106451651,29563498,1988.279664,,45311,106467842,29562747,1613.271959
25359,106442885,29566921,2184.316428,,45312,106480356,29568461,1625.215342
25360,106441457,29571168,2169.726521,,45313,106487703,29572115,1663.988661
25361,106442211,29574376,2159.459928,,45314,106494112,29574937,1465.714784
25362,106442477,29579173,1958.687094,,45315,106497152,29577687,1717.429145
25363,106440552,29589560,2303.212911,,45316,106503607,29581640,1784.167768
25364,106435826,29591738,2133.191427,,45317,106502062,29585847,1698.565005
25365,106435900,29595317,1902.857255,,45318,106510937,29585985,2143.963504
25366,106435738,29600169,1917.159396,,45319,106520777,29586170,2001.971832
25367,106436139,29602209,2112.39827,,45320,106527010,29587319,2113.444632
25368,106438842,29604326,1848.02652,,45321,106535073,29591199,2237.144379
25369,106442813,29605933,1660.039216,,45322,106541077,29588574,1878.967601
25370,106445725,29606748,1424.813845,,45323,106541932,29595637,1440.768337
25371,106446688,29611420,1293.727516,,45324,106542112,29601491,1471.594952
25372,106447653,29612838,1039.761808,,45325,106546942,29602405,1307.351864
25375,106451690,29613819,967.530427,,45326,106545503,29608712,1046.3385
25377,106447636,29612818,1140.419066,,202-2,经度,维度,52002.7134
25378,106446470,29611397,1409.80841,,45329,106438510,29604340,1240.529268
25379,106445725,29606748,1598.093614,,45330,106435664,29600022,1822.892394
25380,106443246,29606021,1798.98861,,45331,106436095,29595064,1961.855552
25381,106438510,29604340,1472.201617,,45332,106435848,29591677,2113.401341
25382,106436426,29603012,1928.992875,,45333,106440588,29589392,2118.787224
25383,106435664,29600022,2026.642101,,45334,106442181,29580363,1724.45163
25384,106436095,29595064,2188.034494,,45335,106446662,29580708,1535.494721
25385,106435848,29591677,2271.911597,,45336,106452384,29577937,1535.053348
25386,106440588,29589392,2302.506353,,45337,106453278,29575501,1670.724749
25387,106442181,29580363,2132.323124,,45338,106458178,29572244,1714.366364
25388,106442215,29574392,2028.645029,,45339,106458890,29567100,1615.354312
25389,106441464,29570873,1975.174785,,45340,106458278,29564347,1378.497965
25390,106441619,29568520,1974.453113,,45341,106457091,29557353,1693.747211
25391,106445048,29565107,2268.001813,,45342,106468018,29562795,1763.694707
25392,106451651,29563498,1822.618476,,45343,106480106,29568231,1895.984346
25393,106453111,29561997,1290.48427,,45344,106487963,29572157,2155.160523
25394,106457612,29557361,1735.338376,,45345,106493909,29574801,2437.650293
25395,106460078,29560812,1323.146008,,45346,106496597,29577200,2463.663885
25396,106458278,29564347,1337.042214,,45347,106502201,29580075,2479.152459
25397,106458890,29567100,1023.876586,,45348,106504358,29583544,2659.145428
25398,106458178,29572244,1016.216263,,45349,106507039,29585755,2465.711758
25620,106518020,29544878,56.563565,,45350,106521620,29585980,2159.039209
25621,106512148,29543566,1185.935218,,45351,106527010,29587319,1817.0154
25622,106504213,29540693,2166.437493,,45352,106535073,29591199,1550.983649
25623,106501086,29538985,2034.083313,,45353,106541301,29588131,1347.652993
25624,106493342,29538008,1813.151672,,45354,106543112,29588923,1066.288886
25625,106485525,29536226,1827.645066,,45355,106541759,29596872,1051.450102
25626,106478668,29533858,1721.775101,,45356,106541051,29600628,785.659037
25627,106476554,29530937,1807.661703,,45357,106547002,29606100,1287.907232
25628,106472044,29532778,1880.106092,,45358,106462330,29560877,491.397409
25629,106463660,29539728,2030.993313,,203-1,经度,维度,48634.71541
25630,106461297,29541968,2029.047479,,47276,106454316,29552482,1446.217492
25631,106451244,29542126,1738.426793,,47277,106451244,29542126,1516.839189
25632,106453086,29549732,1567.277836,,47278,106448865,29530660,1351.252802
25633,106454315,29552538,1522.079974,,47279,106446260,29527247,2238.142236
25634,106454698,29554520,1695.991666,,47280,106437766,29459446,1995.235884
25635,106453300,29561808,1838.831014,,47281,106438886,29520964,1903.470042
25636,106451648,29563501,1925.073069,,47282,106436709,29517617,1719.910642
25637,106442860,29566941,2127.626054,,47283,106436951,29514843,1599.761799
25638,106441646,29568428,2097.864481,,47284,106436687,29509701,1350.851972
25639,106441464,29570873,2016.801056,,47285,106435794,29505532,1825.246001
25640,106441891,29573615,1855.227425,,47286,106435514,29500342,2822.874818
25793,106545503,29608712,565.429714,,47287,106434506,29492022,2838.764872
25794,106546948,29602607,1440.401329,,47288,106433035,29486809,2415.495425
25795,106531036,29603049,1761.772229,,47289,106432150,29482862,2091.200463
25796,106514386,29603184,1329.249437,,47290,106431133,29477648,2123.731102
25797,106504553,29602741,1656.718204,,47291,106430838,29473488,2075.038496
25798,106511998,29593813,1724.590998,,47292,106429903,29467347,2246.342995
25799,106520295,29575322,1809.927864,,47293,106438788,29450012,982.615489
25800,106518776,29569426,1826.235311,,47294,106452622,29549336,1655.445986
25801,106517599,29565145,1832.660885,,47295,106452963,29538988,1655.319609
25802,106500331,29548541,1489.768527,,47296,106450616,29533267,2091.134555
25803,106484648,29548150,1974.075523,,47297,106434899,29463030,2235.589529
25804,106467632,29542577,2014.028719,,47298,106438619,29448276,2006.894494
25805,106460939,29533109,2082.836269,,47299,106437771,29441009,1966.197536
25806,106457080,29525600,2136.229456,,47300,106437431,29436376,1736.392584
25807,106461530,29514135,2131.703038,,47301,106441037,29436037,744.749396
25808,106469899,29508612,2022.251293,,203-2,经度,维度,60218.41957
25809,106476646,29505960,2138.976566,,47302,106437766,29459446,2716.581079
25810,106476895,29499900,1924.561046,,47303,106451276,29534209,1871.468717
25811,106469342,29481902,1738.730473,,47304,106453936,29545262,1631.751974
25812,106473760,29478851,1243.494184,,47305,106457546,29557360,1647.784997
25830,106473727,29470111,279.202508,,47306,106429903,29467315,1476.887373
25831,106473747,29473772,621.576804,,47307,106430839,29473491,2147.321802
25832,106473760,29478851,935.941618,,47308,106431144,29477831,1951.801293
25833,106472214,29479707,974.396947,,47309,106432145,29482847,2057.282532
25834,106469342,29481902,1249.706677,,47310,106433032,29486786,2283.054091
25835,106470494,29483983,1239.852594,,47311,106434500,29492006,2703.756388
25836,106476856,29495804,1429.680066,,47312,106435512,29500327,2794.40941
25837,106476895,29499900,1380.927214,,47313,106435804,29505556,2783.826831
25838,106478388,29504718,1759.313714,,47314,106436688,29509677,2049.990444
25839,106480937,29507247,1942.391441,,47315,106436951,29514834,2022.784824
25840,106483687,29509455,2104.348628,,47316,106436708,29517633,1950.257425
25841,106485262,29511628,2123.812677,,47317,106438898,29520985,1943.210155
25842,106484699,29525024,2191.622019,,47318,106440257,29523248,1978.419021
25843,106482688,29528484,1827.051616,,47319,106446253,29527246,2231.737513
25844,106476554,29530937,1510.599335,,47320,106442218,29426365,2142.295408
25845,106471964,29526314,1288.470581,,47322,106441046,29436075,580.796844
25846,106470069,29524149,1464.738278,,47323,106437453,29436653,1375.274246
25847,106461853,29522359,1473.594895,,47324,106437790,29441846,1505.800104
25848,106453596,29521427,1655.390505,,47325,106438668,29448563,2027.918714
25849,106450589,29533228,1467.986362,,47326,106438813,29451250,2348.576795
25850,106452966,29538998,1226.485659,,47327,106434885,29463044,2324.669133
25851,106451244,29542126,1230.172372,,47328,106449095,29531098,1588.071655
25852,106453086,29549732,1220.234397,,47329,106452999,29539160,1753.48315
25853,106455642,29552322,1051.426549,,47330,106455219,29540145,1684.923395
25854,106460164,29553810,1064.884481,,47331,106453091,29549737,2478.055469
25855,106459216,29557396,657.306546,,47332,106454697,29554494,2166.228788
25871,106454698,29554520,1115.624368,,204-1,经度,维度,23753.20806
25872,106452565,29549296,1319.059374,,39271,106523010,29510986,148.418659
25873,106453936,29545262,1712.177577,,39272,106509217,29508596,364.734936
25874,106455016,29540156,1218.060939,,39274,106506390,29503234,858.522789
25875,106452968,29539008,1226.648675,,39275,106503706,29501883,1015.704532
25876,106451276,29534209,1239.038302,,39276,106497016,29502641,1303.953959
25877,106448716,29530220,1381.371038,,39277,106477652,29503376,1682.954072
25878,106453373,29521494,1508.51174,,39278,106476646,29505960,1281.924594
25879,106461853,29522359,1805.7532,,39279,106471495,29506110,1122.217951
25880,106468091,29523556,1407.154947,,39280,106459429,29506493,1381.537028
25881,106473314,29528099,1450.979619,,39281,106453196,29506472,1042.092853
25882,106480678,29530444,1501.493457,,39282,106446874,29505854,1048.280465
25883,106484699,29525024,1733.099929,,39283,106447218,29498749,1055.685738
25884,106485409,29512117,2232.030849,,39284,106446695,29496238,1106.159471
25885,106481430,29507640,2100.833284,,39285,106441583,29496573,1201.546891
25886,106476904,29500321,1906.71219,,39286,106438888,29520968,954.792562
25887,106476885,29496508,1626.557884,,39287,106451249,29542161,841.845538
25888,106469929,29482944,1481.308929,,39288,106446260,29527247,308.341226
25889,106471996,29479698,1249.657687,,39290,106448895,29530737,659.259721
25890,106473753,29475865,1036.846315,,39291,106450622,29533275,748.571095
25891,106473733,29470548,418.222196,,39292,106452965,29538997,721.804063
25892,106471121,29469467,237.671382,,39293,106449647,29546650,659.324203
26005,106476703,29531100,1664.023697,,39294,106446499,29540897,18.624523
26006,106482741,29528427,1727.307654,,42274,106518518,29511764,564.62592
26007,106484699,29525024,2016.582504,,47333,106436709,29517614,866.581794
26008,106485262,29511628,2018.892453,,47334,106436944,29514980,796.440037
26009,106483694,29509461,1937.003098,,47335,106436697,29509530,749.358393
26010,106480937,29507247,1808.344722,,47336,106435832,29505627,613.665332
26012,106476895,29499900,1617.265509,,47337,106435514,29500343,636.239718
26013,106476856,29495804,1672.628272,,204-2,经度,维度,26592.0507
26014,106472901,29488240,1711.706484,,39011,106483634,29503118,1404.690406
26015,106477528,29482843,1620.456868,,39012,106452992,29539123,601.263007
26016,106477398,29479296,1534.974879,,39017,106451300,29534243,788.000409
26017,106478462,29474538,1536.513094,,39018,106449120,29531134,792.310723
26018,106477995,29472649,1567.946968,,39019,106446260,29527247,763.109773
26019,106475798,29469637,1762.586451,,39020,106438888,29520968,1015.350873
26020,106474478,29461694,1521.05157,,39021,106436951,29514843,979.095147
26021,106474222,29457222,1553.289507,,39022,106436688,29509683,1010.062243
26022,106474223,29452525,1802.442798,,39023,106435807,29505564,994.708637
26023,106474088,29448644,1754.75314,,39024,106435518,29500366,964.071163
26024,106475712,29444464,1696.54189,,39025,106441583,29496573,861.440261
26025,106477568,29440412,1669.407985,,39026,106446320,29496227,827.140968
26026,106480444,29434638,1554.520281,,39027,106447274,29498496,853.839378
26027,106477974,29431172,1943.517759,,39028,106446839,29505517,892.332299
26028,106485679,29422270,1613.245624,,39029,106451968,29506436,968.01465
26029,106490126,29412776,1670.241631,,39030,106459346,29506496,1000.505912
26030,106497126,29390267,1405.560519,,39031,106471495,29506110,1218.461546
26031,106497339,29386367,1314.115376,,39032,106476646,29505960,1241.037462
26032,106497583,29381259,1312.605275,,39033,106497016,29502641,1442.081438
26033,106498301,29385383,1402.176804,,39034,106503706,29501883,1167.376496
26034,106505476,29388709,1222.818901,,39035,106509094,29509038,991.699198
26035,106508579,29388195,1123.789971,,39037,106509016,29512556,737.023766
26036,106514590,29386758,971.305964,,39038,106515138,29512349,721.335255
26037,106516277,29384336,434.695688,,39039,106524411,29510743,691.583265
26073,106516929,29381546,57.052632,,39041,106522232,29507030,114.66077
26074,106518165,29384486,145.210526,,42468,106518325,29511798,486.354833
26075,106523574,29382436,197.263158,,47338,106506951,29504168,990.970631
26076,106530511,29379396,191.947368,,47339,106436711,29517576,1020.334914
26077,106531673,29382823,167.263158,,47340,106440259,29523252,1053.195279
26078,106532639,29387530,161.578947,,205-1,经度,维度,6808.166322
26079,106533657,29391149,171.842105,,7271,106457546,29557360,219.442312
26080,106534671,29395115,170.210526,,7272,106464318,29561547,363.753834
26081,106534434,29400349,135.631579,,7273,106467842,29562747,766.955801
26082,106534360,29402348,121.421053,,7274,106480356,29568461,907.940235
26083,106538607,29403712,168.052632,,7275,106487703,29572115,899.53618
26084,106539728,29411313,216.473684,,7276,106497152,29577687,860.087247
26085,106539970,29417172,214.842105,,7277,106503607,29581640,827.997634
26086,106538998,29424572,228.105263,,7278,106500954,29585363,797.823389
26087,106533002,29421009,143.473684,,7279,106498920,29585820,656.312114
26088,106531134,29414025,121.842105,,7280,106498393,29588298,508.317576
26089,106531507,29417676,127.157895,,205-2,经度,维度,8222.30602
26091,106532758,29427977,72.947368,,7282,106462506,29560935,820.826091
26092,106528613,29429886,39.052632,,7284,106471314,29554679,814.934067
26093,106526041,29426326,31.368421,,7285,106464083,29556432,769.195301
26094,106523574,29427119,16.684211,,7286,106468018,29562795,922.951514
26096,106522822,29422983,26.684211,,7287,106480106,29568231,892.178243
26097,106523574,29427119,73,,7288,106487963,29572157,825.083651
26098,106526212,29426240,91.263158,,7289,106496597,29577200,816.809759
26099,106528768,29429884,109.315789,,7290,106502201,29580075,838.522309
26100,106532758,29427697,121.654493,,7291,106504358,29583544,966.389712
26102,106533002,29421009,116.286072,,7292,106502062,29585847,325.910731
26103,106531134,29414025,164.922784,,7293,106500900,29588891,229.504642
26104,106531507,29417676,200.817521,,206-1,经度,维度,4610.771251
26105,106538998,29424572,210.513188,,47341,106364218,29522259,610.421116
26106,106539970,29417172,169.151577,,47342,106369287,29507057,832.512858
26107,106539734,29411467,165.467366,,47343,106377726,29525671,344.839693
26108,106538328,29403713,147.748785,,47344,106372647,29525625,433.866327
26109,106534360,29402377,211.117206,,47345,106365590,29526138,460.679909
26110,106534714,29396111,210.842105,,47346,106364425,29515798,531.469383
26111,106533662,29391161,197.684211,,47347,106367291,29494750,848.144437
26112,106532638,29387524,195.052632,,47348,106369734,29485196,548.837528
26113,106531673,29382823,209.210526,,206-2,经度,维度,5341.391034
26114,106530846,29380337,192.894737,,47351,106382345,29525776,543.96308
26115,106523574,29382430,153.526316,,47352,106365579,29526223,597.017681
26116,106518357,29384396,53.842105,,47353,106364167,29522255,794.467761
26322,106516663,29382260,11.736842,,47354,106364440,29515754,953.021486
26323,106520884,29383069,14.263158,,47355,106369297,29507023,634.918492
26324,106523575,29382416,15.210526,,47356,106377383,29525668,376.58863
26325,106533910,29378850,22.210526,,47357,106371841,29525617,510.242907
26329,106520880,29383070,17.931077,,47358,106367175,29492955,931.170997
26330,106533571,29378865,34.35213,,207-1,经度,维度,30305.46679
26527,经度,维度,674.406133,,51960,106477528,29482843,1011.865061
26528,经度,维度,1028.775911,,51961,106483238,29482715,1022.376548
26529,经度,维度,1053.583745,,51962,106480475,29478677,1294.015021
26530,经度,维度,1480.052654,,51963,106481236,29475289,1102.162582
26531,经度,维度,1225.914456,,51964,106482427,29471595,784.687949
26532,经度,维度,1240.485353,,51966,106546349,29552245,1012.183768
26533,经度,维度,1310.097944,,51967,106542808,29549968,1153.801916
26534,经度,维度,1340.634521,,51968,106539559,29548576,1236.674972
26535,经度,维度,1769.148268,,51969,106527004,29541077,1095.291501
26536,经度,维度,1631.771139,,51970,106518077,29536785,1301.910109
26537,经度,维度,1215.226749,,51971,106510270,29532670,1683.515867
26538,106524092,29471176,1429.029393,,51972,106510372,29528932,1479.462247
26539,106530268,29483552,1842.68762,,51973,106513218,29525846,1623.243446
26540,106497016,29502641,1719.193296,,51974,106513698,29521340,1353.414026
26541,106496477,29506203,1987.29461,,51975,106513204,29516581,1346.566262
26542,106498367,29511429,1759.805337,,51976,106509014,29512526,1147.774263
26543,106496416,29519222,1870.53333,,51977,106509080,29509024,1295.780344
26544,106491515,29519177,1705.882105,,51978,106506888,29504195,1161.861186
26545,106484699,29525024,1640.477398,,51979,106503706,29501883,1312.771458
26546,106476703,29531100,1844.388903,,51980,106498908,29499216,1316.974528
26547,106472338,29532382,1742.868509,,51981,106498947,29494615,1159.217121
26548,106464008,29539561,1760.422996,,51982,106497998,29491427,1195.370367
26549,106461891,29540700,1614.997714,,51983,106491902,29487781,1187.470438
26550,106462440,29546400,1423.529931,,51984,106485268,29484314,974.858689
26551,106465096,29554635,1404.424635,,51985,106479511,29485648,1052.21712
26552,106459195,29557395,1090.168151,,207-2,经度,维度,30058.88624
26588,106496599,29502678,1611.166656,,51986,106512928,29526169,1455.90705
26589,106530304,29483457,1427.788039,,51987,106510531,29532662,1430.361797
26590,经度,维度,2143.084143,,51988,106512616,29534178,1389.044462
26591,经度,维度,1438.323976,,51989,106518077,29536785,1268.798044
26592,经度,维度,1442.706843,,51990,106527470,29541623,1296.5223
26593,经度,维度,1553.435575,,51991,106539880,29548715,1437.097927
26594,经度,维度,1790.058422,,51992,106543132,29550093,1383.824117
26595,经度,维度,1403.554426,,51993,106475798,29469637,1229.565423
26597,106465361,29554418,923.648776,,51994,106478266,29472795,1189.274569
26598,106464432,29547810,1456.912808,,51995,106481236,29475289,1233.788922
26599,经度,维度,1408.283639,,51996,106480610,29478851,1167.229982
26600,经度,维度,1310.009241,,51997,106483327,29482931,1165.036317
26601,经度,维度,1423.960271,,51998,106485268,29484314,1260.489595
26602,经度,维度,1229.178714,,51999,106491902,29487781,1295.764877
26603,经度,维度,1146.575986,,52000,106497998,29491427,1474.238368
26604,经度,维度,1078.61308,,52001,106499013,29495563,1481.832121
26605,经度,维度,346.305504,,52002,106498911,29499221,1424.894793
26606,106461297,29541968,1674.222345,,52003,106503706,29501883,1431.592747
26607,106467034,29538154,1833.699418,,52004,106506390,29503234,1309.403461
26608,106472354,29532361,2047.788051,,52005,106509237,29508650,1103.15403
26609,106480992,29530137,2262.059566,,52006,106513224,29516733,1159.669273
26610,106484699,29525024,2357.077587,,52007,106513730,29521657,1108.015384
26611,106490273,29519215,2202.411479,,52008,106474223,29452527,1363.380684
26612,106496711,29519448,2251.182341,,208-1,经度,维度,36410.83344
26613,106498367,29511429,1980.289791,,18052,106523849,29622904,731.189846
26614,106496473,29506245,1854.135078,,18053,106515916,29619702,1748.21668
27562,106596540,29710516,439.304966,,18054,106509894,29619734,1733.433473
27563,106598875,29708274,983.012652,,18055,106506150,29619761,1845.715751
27564,106600240,29703138,1305.76022,,18056,106503917,29611624,1758.842732
27566,106597515,29694868,1363.679686,,18057,106504216,29604807,1827.047707
27567,106600187,29690193,1143.310468,,18058,106498314,29603089,1565.495316
27568,106596853,29687213,1151.523894,,18059,106498341,29598819,1193.59597
27569,106594699,29686143,1169.349757,,18060,106498331,29594659,1173.606548
27570,106591079,29684223,1169.481779,,18061,106491509,29592379,1182.051435
27571,106576729,29683095,908.319347,,18062,106487430,29592407,1574.355576
27572,106581361,29690724,1064.021911,,18063,106483726,29592457,1467.39839
27573,106573347,29691614,1102.323481,,18064,106478429,29589773,1193.220331
27574,106569402,29688973,1500.703228,,18065,106478593,29587381,1149.422599
27575,106559865,29677192,1400.788644,,18066,106478842,29584681,1248.905131
27576,106558434,29675025,1350.212264,,18067,106477585,29582574,1446.064377
27577,106556764,29668084,1359.031783,,18068,106469294,29583582,1489.596748
27578,106556434,29663602,1501.298693,,18069,106464147,29588755,1534.72857
27579,106555795,29659709,1528.19502,,18070,106451666,29563483,1815.958825
27580,106553852,29652801,1513.35278,,18071,106453113,29561995,1385.868589
27581,106543111,29642259,1646.297555,,18072,106461535,29558696,1036.126392
27582,106529054,29631622,1722.204325,,18073,106457546,29557360,1602.520232
27583,106522398,29621326,1803.056226,,18074,106454697,29554488,1499.959538
27584,106516664,29612460,1837.092804,,18075,106453086,29549732,1606.762433
27585,106516011,29606281,1645.018915,,18076,106449647,29546650,1221.498796
27586,106518332,29598242,1658.767992,,18077,106446736,29540875,379.251451
27587,106521600,29590479,1568.102057,,208-2,经度,维度,35886.17576
27589,106473747,29473772,1003.356793,,18081,106528413,29624132,1205.112312
27590,106473765,29480517,1503.562506,,18082,106522736,29621306,1514.856472
27591,106474541,29485888,2016.562556,,18083,106518019,29619684,1437.803667
27592,106476904,29500321,2234.640892,,18084,106511653,29619726,1578.668926
27593,106471495,29506110,2196.620764,,18085,106504385,29619014,1725.709312
27594,106469278,29513693,2076.664673,,18086,106503530,29608568,1672.246499
27595,106457080,29525600,2053.593485,,18087,106504357,29604127,1396.664314
27596,106461376,29533544,2178.686669,,18088,106498333,29600965,1296.014881
27597,106467632,29542577,1807.315141,,18089,106498341,29598319,1289.713533
27598,106484648,29548150,1383.649249,,18090,106498332,29594320,1268.242478
27599,106500097,29548572,1622.089611,,18091,106491040,29592382,2032.198883
27600,106517738,29564798,1665.175974,,18092,106487225,29592410,1902.650779
27601,106518596,29569337,1671.976363,,18093,106483302,29592461,1545.298637
27602,106520358,29575229,1810.56572,,18094,106479359,29592544,1474.480338
27603,106512378,29593490,1365.654251,,18095,106478511,29588554,1367.365847
27604,106504575,29602558,1491.432903,,18096,106478979,29583346,1397.720642
27605,106514520,29602783,1870.875552,,18097,106476890,29582653,1228.714153
27606,106527135,29602544,1215.061902,,18098,106469206,29583604,1676.27755
27607,106547002,29606100,543.75864,,18099,106464147,29588755,1939.872994
27611,106452992,29539123,732.733629,,18100,106451651,29563498,1717.306935
27612,106451244,29542126,977.422711,,18101,106453304,29561804,1576.256664
27613,106452565,29549296,1054.000554,,18102,106454437,29553476,1351.709874
27614,106454316,29552482,1028.416007,,18103,106454316,29552482,1235.591376
27615,106454437,29553477,1064.657997,,18104,106452565,29549296,689.315951
27616,106462505,29560935,1164.599369,,47359,106449647,29546650,366.382745
27617,106467842,29562747,1194.399117,,209-1,经度,维度,42323.20186
27618,106480360,29568465,1221.270186,,39126,106453936,29545262,959.352962
27619,106481183,29572848,1317.892951,,39127,106453109,29549752,1257.966795
27620,106479499,29578047,1281.917614,,39128,106457037,29552809,1096.570456
27621,106478983,29583304,1215.206045,,39129,106461169,29554190,1082.219969
27622,106478512,29588538,1000.497159,,39130,106461529,29558701,1055.310956
27623,106483302,29592461,1000.1615,,39131,106453111,29561997,996.194635
27624,106487225,29592410,1196.408828,,39132,106451651,29563498,1269.682381
27625,106491040,29592382,1311.665672,,39133,106442908,29566903,1462.007975
27626,106498332,29594320,907.260209,,39134,106442215,29574392,1471.608178
27627,106498341,29598838,959.179997,,39135,106440554,29589549,1489.187888
27628,106498333,29600965,1004.486,,39136,106435805,29592400,1813.178016
27629,106505772,29603444,1187.534631,,39137,106435918,29595298,1630.061637
27630,106514386,29603184,1428.430684,,39138,106435735,29600162,1490.463428
27631,106516690,29602733,1577.432476,,39139,106436426,29603012,1388.081327
27632,106522112,29602147,1332.668124,,39144,106440198,29647195,1385.202187
27633,106531036,29603049,1335.628747,,39146,106445823,29651915,588.536129
27634,106537987,29601809,1418.781587,,39147,106440800,29639519,220.177115
27635,106541824,29601496,1413.979187,,39148,106438390,29630456,1577.137279
28240,106470751,29690642,753.606966,,39149,106439100,29618242,1630.320608
28241,106475119,29691164,990.208713,,39151,106438370,29611494,1556.252017
28242,106478076,29692711,1173.439028,,39152,106438824,29606431,1564.393723
28243,106484074,29692671,1299.37738,,39153,106453373,29521494,1472.133547
28244,106488242,29685935,1298.862351,,39158,106449097,29531101,865.156725
28245,106491493,29681465,1317.515375,,39159,106451276,29534209,1226.464199
28246,106495038,29676286,1400.13032,,39160,106452995,29539136,1258.003805
28247,106500287,29672270,1446.39227,,39161,106455016,29540156,1028.806233
28248,106504605,29670764,1513.922344,,39162,106441464,29570873,974.556446
28249,106518663,29666909,1442.383621,,39168,106442477,29579172,1406.111507
28251,106534400,29662699,1470.48251,,39169,106457080,29525600,1507.18076
28252,106547507,29658732,1314.078593,,47361,106455718,29529849,343.65043
28253,106550081,29659481,1240.958816,,47362,106454724,29524031,546.091548
28254,106553246,29659799,962.862502,,47363,106454473,29521858,666.657426
28255,106552734,29663447,619.116203,,47364,106449381,29528001,1238.20571
28256,106550281,29666961,810.953716,,47365,106442274,29582305,1424.609804
28257,106554126,29667613,866.596822,,47366,106440578,29651028,1381.668063
28258,106556778,29668280,925.884442,,209-2,经度,维度,41071.22995
28259,106558434,29675025,1128.003801,,39444,106442181,29580363,1786.432228
28260,106562027,29674623,1117.531249,,39445,106441891,29573615,1477.80798
28261,106567212,29683278,1100.487187,,39446,106441464,29570873,1390.774286
28262,106568799,29684657,1090.697714,,39447,106441646,29568428,1301.863139
28263,106572959,29685458,1063.855609,,39448,106442879,29566926,1306.428812
28264,106576729,29683095,1102.793119,,39449,106451660,29563489,1309.75321
28265,106591079,29684223,1081.206148,,39450,106453300,29561808,1284.536573
28266,106594699,29686143,1021.46974,,39451,106454436,29553474,1010.383616
28267,106596853,29687213,1007.08474,,39452,106454316,29552488,956.730808
28268,106600187,29690193,988.941737,,39453,106452582,29549307,895.939569
28269,106602995,29693972,1114.014693,,39454,106451244,29542126,891.629148
28270,106606449,29696559,1071.426136,,39455,106452967,29539003,902.439158
28271,106612095,29700047,975.713582,,39456,106450589,29533228,923.325321
28272,106618890,29702507,1244.498409,,39457,106453596,29521427,1091.849034
28273,106620980,29707927,1131.175858,,39472,106446614,29660343,591.988197
28274,106623873,29715398,894.976765,,39473,106445821,29651877,1234.651444
28275,106625293,29719113,174.0947,,39474,106440541,29651029,1693.866914
28277,106628271,29722211,432.689485,,39475,106440198,29647195,1563.726096
28278,106624933,29718186,770.518141,,39476,106440636,29638750,2054.535543
28279,106623877,29715408,1281.437786,,39478,106438412,29630167,2182.127917
28280,106621788,29710007,1273.054766,,39479,106438781,29617732,2163.672473
28281,106618890,29702507,962.656713,,39480,106438455,29610718,1692.462938
28282,106611605,29699974,1027.580435,,39482,106438824,29606423,1777.482844
28283,106607043,29697034,978.527803,,39483,106435660,29600013,1610.409495
28284,106602955,29693932,877.317277,,39484,106436091,29595071,1664.940279
28285,106600287,29690026,909.465832,,39485,106435844,29591689,1773.931328
28286,106596082,29686839,905.484674,,47367,106440586,29589400,2183.87143
28287,106594699,29686143,940.391428,,47368,106438900,29622935,1676.53865
28288,106590931,29684147,994.928123,,47369,106436170,29602356,677.131517
28289,106576729,29683095,961.017198,,210-1,经度,维度,20636.51785
28290,106572959,29685458,1027.390711,,28920,106478216,29554919,930.416326
28291,106569166,29685302,957.548606,,28921,106471376,29554678,804.318846
28292,106566873,29682688,991.868431,,28922,106457586,29557361,776.032753
28293,106562027,29674623,1002.782058,,28923,106453310,29561798,894.078552
28294,106558557,29675218,989.56942,,28924,106538788,29560445,687.402495
28295,106556764,29668084,1059.466611,,28925,106533538,29555696,1111.510345
28296,106554264,29667588,1041.053927,,28926,106525325,29552802,1296.562645
28297,106550267,29666893,837.801854,,28927,106519149,29551611,1360.962723
28298,106552734,29663447,1285.333878,,28928,106508139,29553969,1279.578734
28299,106553246,29659799,1237.985491,,28929,106501144,29555662,1230.780297
28300,106550259,29659435,1271.194702,,28930,106498060,29556962,1110.393118
28301,106547510,29658742,1258.380773,,28931,106451651,29563498,1024.698973
28302,106534801,29662481,1157.859749,,28932,106442874,29566930,1154.864982
