106.597895,29.687687
1.628167,29.73724
106.600265,29.703478
106.520165,29.575765
106.513865,29.523518
106.624715,29.73176
106.647622,29.79119
106.488582,29.432948
106.480262,29.497102
106.488558,29.432823
106.496267,29.519237
106.452052,29.498062
106.488597,29.43291
106.489213,29.428857
106.598548,29.58008
1.519848,29.526482
106.579905,29.54166
106.538585,29.548065
106.526202,29.575163
106.556267,29.52277
106.571395,29.544427
106.523163,29.563568
106.537048,29.465895
106.453075,29.502715
106.507312,29.544693
106.474677,29.559723
106.550268,29.587142
106.578297,29.545802
106.088717,29.406665
1.547682,29.547953
106.520608,29.511468
106.166432,29.426968
106.132047,29.415105
105.956698,29.381885
106.480802,29.524528
106.464013,29.555018
1.528603,29.580812
106.561375,29.572648
106.508798,29.589667
106.521118,29.598773
106.513795,29.523205
106.451063,29.566648
106.624922,29.730247
1.583632,29.65148
106.600308,29.688913
106.61538,29.700963
106.479693,29.607187
106.628862,29.754147
106.622042,29.704568
106.510445,29.578932
106.523337,29.585927
106.546325,29.471488
106.523035,29.500552
106.551438,29.579815
106.541333,29.524233
106.525825,29.495215
106.574528,29.52736
1.478242,29.434163
106.525318,29.625512
106.481792,29.5332
106.518832,29.50209
106.500967,29.586048
106.514255,29.588477
106.519762,29.623975
1.534155,29.39201
106.546137,29.466113
106.438297,29.604097
106.505097,29.517968
106.520292,29.530247
106.599742,29.390067
106.502618,29.501128
1.450407,29.538752
106.564248,29.599897
106.456617,29.573427
106.503007,29.523482
106.475343,29.523308
106.43768,29.443182
1.529037,29.574885
1.536552,29.528742
1.554083,29.582198
106.543625,29.623088
106.523388,29.579825
106.48177,29.503435
106.567963,29.510047
106.528162,29.604863
106.527108,29.587257
106.51563,29.549877
106.619913,29.70804
1.619228,29.720582
106.616027,29.715057
106.538917,29.573347
106.616032,29.714508
106.626695,29.73815
106.620002,29.700833
106.521785,29.571518
1.549695,29.609747
106.55068,29.608948
106.55068,29.608948
106.55068,29.608948
106.475948,29.53225
106.473392,29.519672
1.545328,29.519143
1.528337,29.579018
106.51043,29.514743
106.55148,29.517792
106.5875,29.506573
106.63633,29.49156
106.503828,29.522937
106.491873,29.526887
106.553637,29.459123
106.475283,29.461117
106.479623,29.487263
106.513258,29.514752
106.491013,29.519255
106.55958,29.543343
106.47734,29.461978
106.432795,29.462472
106.468688,29.58378
106.513877,29.524927
106.49141,29.495715
106.482648,29.530295
106.385087,29.566955
106.475815,29.469293
106.500017,29.539855
106.605557,29.695695
106.521815,29.624708
106.466582,29.540697
106.434848,29.487003
106.604838,29.387005
106.622087,29.70969
106.531077,29.623785
106.546192,29.558088
1.5534,29.5347
106.633255,29.490597
106.571662,29.527563
106.554212,29.500723
106.554578,29.537815
106.48298,29.617063
1.5697,29.579727
106.64326,29.518967
1.439093,29.6388
106.554087,29.504795
106.505,29.53206
106.478483,29.557797
106.525593,29.469847
106.492438,29.5851
106.563728,29.558093
106.534702,29.592832
106.543393,29.527665
106.592382,29.58661
106.51975,29.585925
106.609513,29.699378
106.520613,29.593565
1.573473,29.515052
106.485405,29.571887
1.439258,29.574155
106.52533,29.576465
